name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
nLIGHT,,$0.51 B,1.3,USA,,,,,,,$11.35,,LASR,,$0.25 B
ECN Capital,,$0.51 B,,Canada,,,,,,,$2.09,,ECN.TO,,
Nano-X Imaging,,$0.51 B,,Israel,,,,,,,$9.78,,NNOX,,
DXP Enterprises,,$0.50 B,,USA,,,,,,,$27.09,,DXPE,,
DXP Enterprises,,$0.56 B,2.49,DXPE,,,,,,,$30.23,,,,$1.36 B
HEG,,$0.50 B,,India,,,,,,,$13.13,,HEG.NS,,
CNB Financial Corp,,$0.50 B,,USA,,,,,,,$23.79,,CCNE,,
HomeStreet Bank,,$0.50 B,935.0,USA,,,,,,,$26.71,,HMST,,$0.27 B
OneWater Marine,,$0.49 B,,USA,,,,,,,$31.93,,ONEW,,
trivago,,$0.49 B,,Germany,,,,,,,$1.38,,TRVG,,
PORR,,$0.49 B,,Austria,,,,,,,$12.60,,ABS2.F,,
AngioDynamics,,$0.49 B,,USA,,,,,,,$12.57,,ANGO,,
RADA Electronic Industries,,$0.49 B,,Israel,,,,,,,$9.87,,RADA,,
Whitestone REIT,,$0.48 B,89.0,USA,,,,,,,$9.74,,WSR,,$0.13 B
Dish TV,,$0.48 B,,India,,,,,,,$0.26,,DISHTV.NS,,
Hyster-Yale Materials Handling,,$0.48 B,,USA,,,,,,,$28.74,,HY,,
IBEX,,$0.48 B,,USA,,,,,,,$26.61,,IBEX,,
Barbeque Nation Hospitality ,,$0.48 B,,India,,,,,,,$12.45,,BARBEQUE.NS,,
The RMR Group,,$0.48 B,,USA,,,,,,,$29.11,,RMR,,
IFB Industries,,$0.48 B,,India,,,,,,,$11.89,,IFBIND.NS,,
GuangZhou Wahlap Technology,,$0.48 B,,China,,,,,,,$4.26,,301011.SZ,,
EZCorp,,$0.47 B,,USA,,,,,,,$8.42,,EZPW,,
America's Car-Mart,,$0.47 B,,USA,,,,,,,$74.18,,CRMT,,
SmartRent,,$0.47 B,639.0,USA,,,,,,,$2.38,,SMRT,,$0.16 B
ElringKlinger,,$0.47 B,,Germany,,,,,,,$7.44,,ZIL2.DE,,
ContextLogic (wish.com),,$0.47 B,1.218,USA,,,,,,,$0.64,,WISH,,$0.73 B
MasterCraft Boat,,$0.46 B,,USA,,,,,,,$26.38,,MCFT,,
TPI Composites,,$0.46 B,,USA,,,,,,,$11.19,,TPIC,,
2seventy bio,,$0.46 B,437.0,USA,,,,,,,$12.30,,TSVT,,$51.35 M
HilleVax,,$0.46 B,,USA,,,,,,,$13.92,,HLVX,,
OPTiM,,$0.46 B,,Japan,,,,,,,$8.43,,3694.T,,
ALX Oncology,,$0.45 B,,USA,,,,,,,$11.22,,ALXO,,
DoubleDown Interactive,,$0.45 B,,USA,,,,,,,$9.20,,DDI,,
fuboTV,,$0.45 B,530.0,USA,,,,,,,$2.33,,FUBO,,$0.91 B
JTEKT India,,$0.45 B,,India,,,,,,,$1.85,,JTEKTINDIA.NS,,
PMV Pharmaceuticals,,$0.44 B,,USA,,,,,,,$9.71,,PMVP,,
SI-BONE,,$0.43 B,352.0,USA,,,,,,,$12.71,,SIBN,,$99.68 M
CS Disco,,$0.43 B,,USA,,,,,,,$7.35,,LAW,,
TCNS Clothing,,$0.43 B,,India,,,,,,,$6.96,,TCNSBRANDS.NS,,
IGG Inc,,$0.43 B,,Singapore,,,,,,,$0.36,,0799.HK,,
COMPASS Pathways,,$0.42 B,,UK,,,,,,,$10.08,,CMPS,,
ShotSpotter,,$0.42 B,167.0,USA,,,,,,,$35.18,,SSTI,,$73.97 M
CECO Environmental,,$0.42 B,,USA,,,,,,,$12.50,,CECO,,
Beazer Homes USA,,$0.42 B,,USA,,,,,,,$13.75,,BZH,,
MOIL,,$0.41 B,,India,,,,,,,$2.06,,MOIL.NS,,
NIU,,$0.41 B,,China,,,,,,,$5.44,,NIU,,
The Tinplate Company Of India ,,$0.41 B,,India,,,,,,,$3.98,,TINPLATE.NS,,
DouYu,,$0.41 B,,China,,,,,,,$1.31,,DOYU,,
Computer Programs and Systems,,$0.40 B,2.4,USA,,,,,,,$28.14,,CPSI,,$0.31 B
1-800-PetMeds,,$0.40 B,,USA,,,,,,,$19.10,,PETS,,
AGC Networks,,$0.40 B,,India,,,,,,,$12.11,,AGCNET.NS,,
ESS Tech,,$0.40 B,,USA,,,,,,,$2.61,,GWH,,
TuSimple,,$0.39 B,1.43,USA,,,,,,,$1.77,,TSP,,$8.69 M
GAMCO Investors,,$0.39 B,168.0,USA,,,,,,,$15.39,,GAMI,,$0.27 B
BRT Apartments,,$0.39 B,,USA,,,,,,,$20.89,,BRT,,
Build-A-Bear,,$0.39 B,,USA,,,,,,,$26.47,,BBW,,
Destination XL,,$0.38 B,,USA,,,,,,,$6.24,,DXLG,,
5E Advanced Materials,,$0.38 B,23.0,USA,,,,,,,$8.87,,FEAM,,
HomeTrust Bancshares,,$0.38 B,,USA,,,,,,,$24.78,,HTBI,,
AO World,,$0.38 B,,UK,,,,,,,$0.67,,AO.L,,
NexPoint Real Estate Finance,,$0.38 B,,USA,,,,,,,$17.47,,NREF,,
GreenTree Hospitality,,$0.38 B,,China,,,,,,,$3.74,,GHG,,
Bahnhof AB,,$0.38 B,,Sweden,,,,,,,$3.58,,3B7.F,,
SkyWater Technology,,$0.38 B,590.0,USA,,,,,,,$8.89,,SKYT,,$0.18 B
JCI Hitachi India,,$0.38 B,,India,,,,,,,$14.11,,JCHAC.NS,,
PennantPark Investment,,$0.38 B,,USA,,,,,,,$5.88,,PNNT,,
ON24,,$0.38 B,,USA,,,,,,,$7.98,,ONTF,,
CapStar Financial,,$0.38 B,387.0,USA,,,,,,,$17.48,,CSTR,,$0.12 B
McPhy Energy,,$0.38 B,,France,,,,,,,$13.70,,MCPHY.PA,,
OraSure Technologies,,$0.38 B,785.0,USA,,,,,,,$5.26,,OSUR,,$0.32 B
GasLog Partners,,$0.38 B,,Greece,,,,,,,$6.99,,GLOP,,
374Water,,$0.38 B,7.0,USA,,,,,,,$3.00,,SCWO,,$2.24 M
EverQuote,,$0.37 B,,USA,,,,,,,$11.76,,EVER,,
FutureFuel,,$0.37 B,,USA,,,,,,,$8.61,,FF,,
PREOS Real Estate,,$0.37 B,,Germany,,,,,,,$3.27,,PAG.F,,
City Office REIT,,$0.36 B,19.0,Canada,,,,,,,$9.25,,CIO,,$0.17 B
HBL Power Systems,,$0.36 B,,India,,,,,,,$1.32,,HBLPOWER.NS,,
iRadimed,,$0.36 B,,USA,,,,,,,$28.72,,IRMD,,
SciPlay,,$0.35 B,556.0,USA,,,,,,,$15.78,,SCPL,,$0.64 B
NanoString Technologies,,$0.35 B,766.0,USA,,,,,,,$7.64,,NSTG,,$0.13 B
Black Rifle Coffee (BRC),,$0.35 B,,USA,,,,,,,$6.50,,BRCC,,
BioAtla,,$0.35 B,56.0,USA,,,,,,,$9.14,,BCAB,,
NeoGames,,$0.35 B,,Israel,,,,,,,$13.75,,NGMS,,
DZS Inc,,$0.34 B,840.0,USA,,,,,,,$11.32,,DZSI,,$0.37 B
CareMax,,$0.34 B,1.27,USA,,,,,,,$3.14,,CMAX,,$0.58 B
NL Industries,,$0.34 B,,USA,,,,,,,$7.13,,NL,,
NL Industries,,$0.36 B,2.818,NL,,,,,,,$7.53,,,,$0.16 B
Corby Spirit and Wine,,$0.34 B,,Canada,,,,,,,$12.46,,CSW-A.TO,,
CymaBay Therapeutics,,$0.34 B,59.0,USA,,,,,,,$4.09,,CBAY,,
Belpointe OZ,,$0.34 B,,USA,,,,,,,$100.00,,OZ,,
LexinFintech Holdings,,$0.34 B,,China,,,,,,,$1.86,,LX,,
RxSight,,$0.34 B,221.0,USA,,,,,,,$12.30,,RXST,,$41.34 M
GrowGeneration,,$0.33 B,,USA,,,,,,,$5.57,,GRWG,,
AFC Gamma,,$0.33 B,,USA,,,,,,,$16.37,,AFCG,,
PepGen,,$0.33 B,,USA,,,,,,,$14.07,,PEPG,,
CarParts.com,,$0.33 B,,USA,,,,,,,$6.07,,PRTS,,
LSI Industries,,$0.32 B,,USA,,,,,,,$11.82,,LYTS,,
ACNB Corporation,,$0.32 B,,USA,,,,,,,$38.50,,ACNB,,
Gritstone bio,,$0.32 B,,USA,,,,,,,$3.92,,GRTS,,
PetIQ,,$0.32 B,,USA,,,,,,,$10.86,,PETQ,,
Velo3D,,$0.32 B,,USA,,,,,,,$1.74,,VLD,,
I-Mab Biopharma,,$0.31 B,,China,,,,,,,$3.84,,IMAB,,
NVE Corporation,,$0.31 B,,USA,,,,,,,$65.97,,NVEC,,
BCB Bancorp,,$0.31 B,,USA,,,,,,,$18.76,,BCBP,,
NextNav,,$0.31 B,,USA,,,,,,,$2.95,,NN,,
WhiteHorse Finance,,$0.31 B,,USA,,,,,,,$13.41,,WHF,,
PTC India,,$0.31 B,,India,,,,,,,$1.05,,PTC.NS,,
Northrim BanCorp,,$0.30 B,,USA,,,,,,,$54.51,,NRIM,,
Soft-World International,,$0.30 B,,Taiwan,,,,,,,$2.54,,5478.TWO,,
Quantum-Si,,$0.30 B,153.0,USA,,,,,,,$2.19,,QSI,,
SpiceJet,,$0.30 B,,India,,,,,,,$0.50,,SPICEJET.NS,,
HCI Group,,$0.30 B,,USA,,,,,,,$34.84,,HCI,,
ReneSola,,$0.30 B,,USA,,,,,,,$4.50,,SOL,,
PCSB Financial,,$0.30 B,154.0,USA,,,,,,,$19.63,,PCSB,,$58.76 M
11 bit studios,Games industry,$0.29 B,105,Poland,,,,,2009,,$126.02,,11B.WA,,19.27
Sanara MedTech,,$0.29 B,63.0,USA,,,,,,,$36.08,,SMTI,,$37.55 M
eMudhra,,$0.29 B,,India,,,,,,,$3.77,,EMUDHRA.NS,,
OneConnect,,$0.29 B,,China,,,,,,,$7.07,,OCFT,,
MBM Resources,,$0.29 B,,Malaysia,,,,,,,$0.76,,5983.KL,,
NI Holdings,,$0.29 B,,USA,,,,,,,$13.94,,NODK,,
LoveSac,,$0.29 B,,USA,,,,,,,$19.24,,LOVE,,
OrganiGram Holdings,,$0.29 B,,Canada,,,,,,,$0.92,,OGI,,
NACCO Industries,,$0.29 B,,USA,,,,,,,$39.61,,NC,,
tinyBuild,,$0.29 B,,USA,,,,,,,$1.40,,8Z3.F,,
LumiraDx,,$0.29 B,,UK,,,,,,,$0.91,,LMDX,,
DBV Technologies,,$0.28 B,,France,,,,,,,$1.53,,DBVT,,
MVB Financial,,$0.28 B,,USA,,,,,,,$22.73,,MVBF,,
LendingTree,,$0.28 B,,USA,,,,,,,$22.25,,TREE,,
eGain,,$0.28 B,687.0,USA,,,,,,,$8.89,,EGAN,,$95.26 M
Western Copper and Gold,,$0.28 B,,Canada,,,,,,,$1.84,,WRN,,
ASA Gold and Precious Metals,,$0.28 B,,USA,,,,,,,$14.62,,ASA,,$19.34 M
Media and Games Invest,,$0.28 B,,lta,,,,,,,$1.71,,M8G.DE,,
SRA Holdings,,$0.28 B,,Japan,,,,,,,$22.79,,3817.T,,
PolyMet,,$0.27 B,,Canada,,,,,,,$2.75,,PLM,,
The Original BARK Company,,$0.27 B,643.0,USA,,,,,,,$1.57,,BARK,,$0.54 B
RattanIndia Power,,$0.27 B,,India,,,,,,,$0.05000,,RTNPOWER.NS,,
VA Tech Wabag,,$0.27 B,,India,,,,,,,$4.44,,WABAG.NS,,
MSTC Limited,,$0.27 B,,India,,,,,,,$3.91,,MSTCLTD.NS,,
FriendTimes,,$0.27 B,,China,,,,,,,$0.13,,6820.HK,,
MeiraGTx,,$0.27 B,,USA,,,,,,,$6.09,,MGTX,,
SeaSpine,,$0.27 B,523.0,USA,,,,,,,$7.18,,SPNE,,$0.22 B
ADC Therapeutics,,$0.27 B,,Switzerland,,,,,,,$3.48,,ADCT,,
McEwen Mining,,$0.26 B,,Canada,,,,,,,$5.54,,MUX,,
PDS Biotechnology,,$0.26 B,22.0,USA,,,,,,,$9.20,,PDSB,,
The Restaurant Group plc,Restaurants,$0.25 B,,UK,,,Consumer Discretionary,,,,$0.33,,RTN.L,,
The Restaurant Group plc,Restaurants,$0.34 B,,united-kingdom,,,Consumer Discretionary,,,,$0.45,,,,
Betterware de Mexico,,$0.25 B,,Mexico,,,,,,,$6.83,,BWMX,,
GigaCloud Technology,,$0.25 B,694.0,China,,,,,,,$6.25,,GCT,,$0.46 B
ZimVie,,$0.25 B,,USA,,,,,,,$9.71,,ZIMV,,
ZimVie,,$0.23 B,2.7,ZIMV,,,,,,,$9.08,,,,$0.94 B
"PLAID,Inc.",,$0.25 B,,Japan,,,,,,,$6.53,,4165.T,,
MM Forgings,,$0.24 B,,India,,,,,,,$10.34,,MMFL.NS,,
TransGlobe Energy,,$0.24 B,,Canada,,,,,,,$3.72,,TGA,,
HireQuest,,$0.24 B,,USA,,,,,,,$17.72,,HQI,,
BayCom (United Business Bank),,$0.24 B,,USA,,,,,,,$18.90,,BCML,,
J.Jill,,$0.24 B,,USA,,,,,,,$24.16,,JILL,,
LiveVox,,$0.24 B,,USA,,,,,,,$2.45,,LVOX,,
DHI Group,,$0.24 B,,USA,,,,,,,$5.13,,DHX,,
Commercial Vehicle Group (CVG),,$0.23 B,,USA,,,,,,,$7.13,,CVGI,,
BlackSky Technology,,$0.23 B,210.0,USA,,,,,,,$1.96,,BKSY,,$57.42 M
Rent the Runway,,$0.23 B,,USA,,,,,,,$3.64,,RENT,,
CompX International,,$0.23 B,,USA,,,,,,,$19.21,,CIX,,
D-Wave Quantum,,$0.23 B,,Canada,,,,,,,$2.12,,QBTS,,
E INC (E Automotive),,$0.23 B,,Canada,,,,,,,$4.42,,EINC.TO,,
FuRyu,,$0.23 B,,Japan,,,,,,,$8.63,,6238.T,,
Oil-Dri Corporation Of America,,$0.23 B,,USA,,,,,,,$32.20,,ODC,,
TrueCar,,$0.22 B,,USA,,,,,,,$2.60,,TRUE,,
SEACOR Marine,,$0.22 B,1.616,USA,,,,,,,$8.54,,SMHI,,$0.20 B
SoundHound AI,,$0.22 B,392.0,USA,,,,,,,$1.15,,SOUN,,$22.48 M
NACL Industries,,$0.22 B,,India,,,,,,,$1.14,,NACLIND.NS,,
Motorcar Parts of America,,$0.22 B,5.800,USA,,,,,,,$11.64,,MPAA,,$0.66 B
AXT Inc,,$0.22 B,,USA,,,,,,,$5.18,,AXTI,,
RGC Resources,,$0.22 B,,USA,,,,,,,$22.66,,RGCO,,
XOMA,,$0.22 B,12.0,USA,,,,,,,$19.40,,XOMA,,$40.48 M
Y-mAbs Therapeutics,,$0.22 B,148.0,USA,,,,,,,$5.08,,YMAB,,$43.41 M
ESSA Bancorp,,$0.22 B,234.0,USA,,,,,,,$21.37,,ESSA,,$68.28 M
GEOX,,$0.22 B,,Italy,,,,,,,$0.86,,GEO.MI,,
Thorne HealthTech,,$0.21 B,,USA,,,,,,,$4.15,,THRN,,
HF Foods Group,,$0.21 B,,USA,,,,,,,$4.06,,HFFG,,
UBM Development,,$0.21 B,,Austria,,,,,,,$29.05,,UBS.VI,,
ReconAfrica,,$0.21 B,,Canada,,,,,,,$1.06,,0XD.F,,
Tamil Nadu Newsprint and Papers Limited,,$0.21 B,,India,,,,,,,$3.10,,TNPL.NS,,
CARE's Ratings,,$0.21 B,,India,,,,,,,$7.24,,CARERATING.NS,,
Federal-Mogul Goetze,,$0.21 B,,India,,,,,,,$3.82,,FMGOETZE.NS,,
AMMO,,$0.21 B,,USA,,,,,,,$1.80,,POWW,,
MainStreet Bancshares,,$0.20 B,157.0,USA,,,,,,,$28.05,,MNSB,,$68.67 M
a.k.a. Brands,,$0.20 B,1.1,USA,,,,,,,$1.61,,AKA,,$0.64 B
GTL Infrastructure,,$0.20 B,,India,,,,,,,$0.02000,,GTLINFRA.NS,,
The ONE Group Hospitality,,$0.20 B,3.364,USA,,,,,,,$6.40,,STKS,,$0.31 B
1stdibs.Com,,$0.20 B,,USA,,,,,,,$5.29,,DIBS,,
TELA Bio,,$0.20 B,123.0,USA,,,,,,,$10.70,,TELA,,$38.17 M
VersaBank,,$0.20 B,,Canada,,,,,,,$7.45,,VBNK,,
EMX Royalty,,$0.20 B,,Canada,,,,,,,$1.83,,EMX,,
SmileDirectClub,,$0.20 B,,USA,,,,,,,$0.52,,SDC,,
SmileDirectClub,,$0.27 B,3.2,SDC,,,,,,,$0.70,,,,$0.51 B
ThredUp,,$0.20 B,,USA,,,,,,,$2.00,,TDUP,,
ThredUp,,$0.19 B,2.894,TDUP,,,,,,,$1.94,,,,$0.28 B
MPS Limited,,$0.20 B,,India,,,,,,,$11.77,,MPSLTD.NS,,
TMC the metals company,,$0.20 B,31.0,Canada,,,,,,,$0.76,,TMC,,
CSI Compressco,,$0.20 B,,USA,,,,,,,$1.42,,CCLP,,
InterCure,,$0.19 B,,Israel,,,,,,,$4.35,,INCR,,
GTPL Hathway,,$0.19 B,,India,,,,,,,$1.74,,GTPL.NS,,
PlaySide Studios,,$0.19 B,,Australia,,,,,,,$0.48,,PLY.AX,,
C&F Financial Corporation,,$0.19 B,,USA,,,,,,,$55.55,,CFFI,,
LCNB,,$0.19 B,,USA,,,,,,,$17.10,,LCNB,,
PlayAGS,,$0.19 B,,USA,,,,,,,$5.10,,AGS,,
AN2 Therapeutics,,$0.19 B,,USA,,,,,,,$9.88,,ANTX,,
Alico,,$0.19 B,,USA,,,,,,,$25.05,,ALCO,,
KVH Industries,,$0.18 B,,USA,,,,,,,$9.89,,KVHI,,
LL Flooring,,$0.18 B,,USA,,,,,,,$6.46,,LL,,
LL Flooring,,$0.18 B,2.4,LL,,,,,,,$6.26,,,,$1.13 B
KCP Limited,,$0.18 B,,India,,,,,,,$1.46,,KCP.NS,,
UNITED,,$0.18 B,,Japan,,,,,,,$9.47,,2497.T,,
PLBY Group (Playboy),,$0.18 B,,USA,,,,,,,$4.05,,PLBY,,
WM Technology,,$0.18 B,606.0,USA,,,,,,,$1.03,,MAPS,,$0.22 B
InfuSystem,,$0.18 B,,USA,,,,,,,$8.94,,INFU,,
AC Immune,,$0.18 B,,Switzerland,,,,,,,$2.21,,ACIU,,
AirSculpt Technologies,,$0.18 B,,USA,,,,,,,$3.28,,AIRS,,
Bank of Innovation,,$0.18 B,,Japan,,,,,,,$47.63,,4393.T,,
MICT,,$0.18 B,,USA,,,,,,,$1.16,,MICT,,
AFC Energy,,$0.18 B,,UK,,,,,,,$0.25,,AFC.L,,
ADS-TEC Energy,,$0.18 B,,Ireland,,,,,,,$3.70,,ADSE,,
GreenLight Biosciences,,$0.18 B,,USA,,,,,,,$1.19,,GRNA,,$3.43 M
Real Good Food plc,,$0.17 B,,UK,,,,,,,$6.95,,RGF,,
AgileThought,,$0.17 B,,USA,,,,,,,$3.47,,AGIL,,
AgileThought,,$0.20 B,2.608,AGIL,,,,,,,$4.20,,,,$0.17 B
KLX Energy Services,,$0.17 B,,USA,,,,,,,$14.54,,KLXE,,
RPG Life Sciences,,$0.17 B,,India,,,,,,,$10.74,,RPGLIFE.NS,,
INEOS Styrolution,,$0.17 B,,India,,,,,,,$10.02,,INEOSSTYRO.NS,,
Peoples Bancorp of North Carolina,,$0.17 B,,USA,,,,,,,$30.60,,PEBK,,
ProPhase Labs,,$0.17 B,,USA,,,,,,,$10.56,,PRPH,,
ShiftPixy,,$0.17 B,,USA,,,,,,,$17.60,,PIXY,,
gumi,,$0.16 B,,Japan,,,,,,,$5.72,,3903.T,,
HIVE Blockchain Technologies,,$0.16 B,,Canada,,,,,,,$1.99,,HIVE,,
kneat.com,,$0.16 B,,Ireland,,,,,,,$2.03,,FOBK.F,,
AlphaPolis,,$0.16 B,,Japan,,,,,,,$16.46,,9467.T,,
KemPharm,,$0.15 B,,USA,,,,,,,$4.60,,KMPH,,
AgroFresh,,$0.15 B,,USA,,,,,,,$2.95,,AGFS,,
FingerMotion,,$0.15 B,,USA,,,,,,,$3.40,,FNGR,,
FaZe Clan,,$0.15 B,,USA,,,,,,,$2.13,,FAZE,,
BAIOO Family Interactive,,$0.15 B,,China,,,,,,,$0.05000,,2100.HK,,
MISTRAS Group,,$0.15 B,,USA,,,,,,,$5.07,,MG,,
StarTek,,$0.15 B,,USA,,,,,,,$3.73,,SRT,,
The RealReal,,$0.15 B,3.355,USA,,,,,,,$1.53,,REAL,,$0.58 B
X-Legend Entertainment,,$0.14 B,,Taiwan,,,,,,,$1.35,,4994.TW,,
ECB Bancorp,,$0.14 B,,USA,,,,,,,$16.12,,ECBK,,
BBX Capital Corporation,,$0.14 B,,USA,,,,,,,$9.28,,BBXIA,,
JOANN,,$0.14 B,5.060,USA,,,,,,,$3.63,,JOAN,,$2.30 B
CleanSpark,,$0.14 B,86.0,USA,,,,,,,$2.28,,CLSK,,$0.14 B
LianBio,,$0.14 B,107.0,USA,,,,,,,$1.36,,LIAN,,
KULR Technology,,$0.14 B,42.0,USA,,,,,,,$1.30,,KULR,,$2.94 M
CalAmp,,$0.14 B,887.0,USA,,,,,,,$3.90,,CAMP,,$0.28 B
SOPHiA GENETICS,,$0.14 B,,Switzerland,,,,,,,$2.25,,SOPH,,
WeTrade Group,,$0.14 B,,China,,,,,,,$0.74,,WETG,,
Benessere Capital Acquisition,,$0.14 B,,USA,,,,,,,$10.44,,BENE,,
AdTheorent,,$0.14 B,,USA,,,,,,,$1.64,,ADTH,,
BG Staffing,,$0.14 B,400.0,USA,,,,,,,$13.45,,BGSF,,$0.23 B
NGL Energy Partners,,$0.13 B,,USA,,,,,,,$1.07,,NGL,,
KalVista Pharmaceuticals,,$0.13 B,105.0,USA,,,,,,,$5.66,,KALV,,
ORIC Pharmaceuticals,,$0.13 B,,USA,,,,,,,$3.52,,ORIC,,
Liberty TripAdvisor Holdings,,$0.13 B,,USA,,,,,,,$0.73,,LTRPA,,
Liberty TripAdvisor Holdings,,$0.17 B,2.691,LTRPA,,,,,,,$1.09,,,,$1.37 B
KORE,,$0.13 B,,USA,,,,,,,$1.82,,KORE,,
MariMed,,$0.13 B,,USA,,,,,,,$0.41,,MRMD,,
AG Mortgage Investment Trust,,$0.13 B,,USA,,,,,,,$6.24,,MITT,,
Matinas BioPharma,,$0.13 B,,USA,,,,,,,$0.63,,MTNB,,
Precision BioSciences,,$0.13 B,,USA,,,,,,,$1.23,,DTIL,,
AEye,,$0.13 B,,USA,,,,,,,$0.83,,LIDR,,
PTC Financial Services,,$0.13 B,,India,,,,,,,$0.20,,PFS.NS,,
KAP AG,,$0.13 B,,Germany,,,,,,,$17.03,,IUR.F,,
Angel Oak REIT,,$0.13 B,,USA,,,,,,,$5.26,,AOMR,,
VBI Vaccines,,$0.13 B,,USA,,,,,,,$0.51,,VBIV,,
RVL Pharmaceuticals,,$0.13 B,,USA,,,,,,,$1.32,,RVLP,,
PyroGenesis Canada,,$0.12 B,,Canada,,,,,,,$0.75,,PYR,,
Sino-Entertainment Technology,,$0.12 B,,China,,,,,,,$0.32,,6933.HK,,
O2Micro,,$0.12 B,,yman Islands,,,,,,,$4.40,,OIIM,,
Mangalore Chemicals and Fertilizers,,$0.12 B,,India,,,,,,,$1.08,,MANGCHEFER.NS,,
KLab,,$0.12 B,,Japan,,,,,,,$3.15,,3656.T,,
eHealth,,$0.12 B,,USA,,,,,,,$4.64,,EHTH,,
eHealth,,$0.17 B,2.379,EHTH,,,,,,,$6.51,,,,$0.45 B
Tabula Rasa HealthCare,,$0.12 B,,USA,,,,,,,$4.59,,TRHC,,
MediciNova,,$0.12 B,,USA,,,,,,,$2.52,,MNOV,,
BankFinancial,,$0.12 B,,USA,,,,,,,$9.53,,BFIN,,
FinWise Bancorp,,$0.12 B,,USA,,,,,,,$9.57,,FINW,,
SML Isuzu,,$0.12 B,,India,,,,,,,$8.48,,SMLISUZU.NS,,
ARC Document Solutions,,$0.12 B,,USA,,,,,,,$2.80,,ARC,,
RumbleON,,$0.11 B,,USA,,,,,,,$7.41,,RMBL,,
INNOVATE Corp.,,$0.11 B,3.902,USA,,,,,,,$1.53,,VATE,,$1.62 B
CROOZ,,$0.11 B,,Japan,,,,,,,$10.75,,2138.T,,
GE Power India,,$0.11 B,,India,,,,,,,$1.76,,GEPIL.NS,,
BigBear.ai,,$0.11 B,665.0,USA,,,,,,,$0.93,,BBAI,,$0.14 B
Americas Gold and Silver Corp,,$0.11 B,,Canada,,,,,,,$0.61,,USAS,,
SelectQuote,,$0.11 B,4.367,USA,,,,,,,$0.70,,SLQT,,$0.66 B
ProQR,,$0.11 B,,Netherlands,,,,,,,$1.63,,PRQR,,
GlycoMimetics,,$0.11 B,,USA,,,,,,,$2.21,,GLYC,,
REE Automotive,,$0.11 B,,Israel,,,,,,,$0.47,,REE,,
India Motor Parts and Accessories,,$0.11 B,,India,,,,,,,$9.02,,IMPAL.NS,,
MDxHealth,,$0.11 B,,Belgium,,,,,,,$6.86,,MDXH,,
XOS,,$0.11 B,,USA,,,,,,,$0.66,,XOS,,
USD Partners,,$0.10 B,,USA,,,,,,,$3.29,,USDP,,$0.11 B
CI Games,,$0.10 B,,Poland,,,,,,,$0.57,,CI7.F,,
CytomX Therapeutics,,$0.10 B,,USA,,,,,,,$1.64,,CTMX,,
Sarcos Technology and Robotics,,$0.10 B,160.0,USA,,,,,,,$0.70,,STRC,,$9.45 M
Parken Sport (F.C. Copenhagen),,$0.10 B,,Denmark,,,,,,,$10.64,,PARKEN.CO,,
L.B. Foster,,$0.10 B,991.0,USA,,,,,,,$9.65,,FSTR,,$0.47 B
CBAK Energy,,$0.10 B,,China,,,,,,,$1.16,,CBAT,,
U.S. Xpress Enterprises,,$0.10 B,8.689,USA,,,,,,,$1.99,,USX,,$1.90 B
Cel-Sci,,$0.10 B,,USA,,,,,,,$2.33,,CVM,,
NeoVolta,,$99.85 M,,USA,,,,,,,$3.04,,NEOV,,
XBiotech,,$99.53 M,,USA,,,,,,,$3.27,,XBIT,,
EyePoint Pharmaceuticals,,$97.13 M,,USA,,,,,,,$2.85,,EYPT,,
InflaRx,,$96.8 M,,Germany,,,,,,,$2.19,,IFRX,,
PEDEVCO,,$96.08 M,,USA,,,,,,,$1.12,,PED,,
HEXO,,$95.31 M,,Canada,,,,,,,$0.16,,HEXO,,
Sport Lisboa e Benfica,,$95.2 M,,Portugal,,,,,,,$4.12,,SLBEN.LS,,
Ellington Residential Mortgage REIT,,$94.96 M,,USA,,,,,,,$7.17,,EARN,,-$39.47 M
So-Young International,,$94.22 M,,China,,,,,,,$0.89,,SY,,
TeraWulf,,$93.81 M,6.0,USA,,,,,,,$0.65,,WULF,,$5.46 M
Bliss GVS Pharma,,$92.45 M,,India,,,,,,,$0.89,,BLISSGVS.NS,,
PowerFleet,,$91.15 M,,USA,,,,,,,$2.52,,PWFL,,
AirAsia,,$90.83 M,,Malaysia,,,,,,,$0.56,,2630.TW,,
MacroWell OMG Digital Entertainment,,$88.07 M,,Taiwan,,,,,,,$2.93,,3687.TWO,,
LMP Automotive Holdings,,$87.27 M,,USA,,,,,,,$8.00,,LMPX,,
IO Biotech,,$86.44 M,,Denmark,,,,,,,$3.00,,IOBT,,
Infinities Tech (Jiu Zun Digital),,$85.68 M,,China,,,,,,,$0.16,,1961.HK,,
ATARI,,$82.26 M,,France,,,,,,,$0.22,,ALATA.PA,,
orion-group-holdings,,$80.45 M,,USA,,,,,,,$2.51,,ORN,,
orion-group-holdings,,$92.63 M,2.447,ORN,,,,,,,$2.89,,,,$0.71 B
Co-Diagnostics,,$80.07 M,,USA,,,,,,,$2.59,,CODX,,
ACRES Commercial Realty,,$79.87 M,,USA,,,,,,,$9.12,,ACR,,
KINS Technology Group,,$79.16 M,,USA,,,,,,,$10.10,,KINZ,,
ATI Physical Therapy,,$78.75 M,,USA,,,,,,,$0.38,,ATIP,,
